"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-75876","Synthesis of very long-chain fatty acyl-CoAs","6/309","7/2422",2.58164621554353e-05,0.0168839662496547,0.0160605569830129,"Elovl2/Acsl5/Elovl7/Elovl3/Acsl4/Hsd17b12",6
